feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,label
-1.0856306033005612,0.9973454465835858,0.28297849805199204,-1.506294713918092,-0.5786002519685364,1.651436537097151,-2.426679243393074,-0.42891262885617726,1.265936258705534,-0.8667404022651017,-0.6788861516220543,-0.09470896893689112,17.54849484041221
1.4913896261242878,-0.638901996684651,-0.44398195964606546,-0.43435127561851733,2.2059300827254558,2.1867860889737867,1.004053897878877,0.386186399174856,0.7373685758962422,1.490732028150799,-0.9358338684023914,1.1758290447821034,-34.7129593937849
-1.2538806677490124,-0.6377515024534103,0.9071051958003012,-1.428680700225969,-0.1400687201886661,-0.8617548958596855,-0.2556193705305969,-2.7985891054607244,-1.771533104509847,-0.6998772345979173,0.9274624317585825,-0.1736356827902158,-18.86640963378229
0.0028459158968110196,0.688222711102285,-0.8795363430090519,0.283627323807291,-0.8053665180656158,-1.7276694941206072,-0.390899793755101,0.5738058624050577,0.3385890509998015,-0.01183049447881976,2.392365265937726,0.4129121603087788,59.93644905336602
0.9787360059373466,2.2381433384979528,-1.2940853231612488,-1.0387882102049535,1.7437122251229307,-0.7980627352410625,0.02968323030333022,1.0693159694243486,0.8907063912931708,1.7548861819811095,1.4956441370334692,1.0693926697057368,46.06870307891643
-0.7727087142471915,0.7948626677932181,0.31427199450686705,-1.326265459940456,1.4172990464768525,0.8072365345785665,0.045490080631097156,-0.2330920609844135,-1.198301144700787,0.19952407355863258,0.46843911944564426,-0.8311549842432792,-12.127184137014424
1.1622040490995293,-1.0972030464830342,-2.1231003500424417,1.0397270908927005,-0.4033660381021075,-0.12602958531301514,-0.8375167228250533,-1.6059627607174027,1.2552373747242185,-0.6888689838469215,1.6609524881479396,0.8073081862107286,17.55905524683086
-0.31475814671745994,-1.0859024011268665,-0.732461986720457,-1.2125231310951696,2.0871133595881854,0.16444123022982496,1.1502055425466322,-1.2673520490102275,0.18103512959700388,1.1778619388085783,-0.3350107619330159,1.0311144589217422,-2.664118751207005
-1.0845679120057665,-1.3634715446185843,0.37940061207813613,-0.3791764345725522,0.6420546892718314,-1.977887931520449,0.7122646354705182,2.5983039272693147,-0.024625981431480627,0.03414212890984157,0.17954948463867915,-1.8619757107917871,71.84070318513284
0.4261466396903099,-1.6054097440159647,-0.42767959812380435,1.242869549603737,-0.7352169561000764,0.5012489895674,1.0127390539563705,0.2787408560959998,-1.3709484700946077,-0.3324752753514139,1.959411342388286,-2.025045762997471,-6.267428502605981
-0.27578601386617546,-0.5521080714881078,0.12074736309713868,0.7482156171872304,1.6086909680220534,-0.2702323920091581,0.8123413299768204,0.49974014486517293,0.4743472978718003,-0.5639239315264725,-0.9973214687759007,-1.100043112620697,-20.14793637237602
-0.7564372093991233,0.3216865758662266,0.7609493931283295,0.32346884785689517,-0.5489550961957409,1.805970109932475,1.5188656236315399,-0.35400011275017335,-0.8234314059856659,0.13021495415796958,1.2672986450543529,0.3327649772541171,-51.21789796435898
0.5565487049100443,-0.21208012227562573,0.4562708952022307,1.5445444514561384,-0.23966878147771076,0.14330773250787254,0.25381647654962736,0.2837253557710373,-1.4118888760712274,-1.8768686558738945,-1.0196550709218393,0.16794229540166816,-55.80157809097658
0.5538561660032112,-0.5306745597736241,1.3772574828673068,-0.1431759743261871,0.02031599823462459,-0.19396387055266243,0.13402679274666512,0.7044740740436035,0.6656534379123312,-0.8984229406095902,1.5236637764785275,-1.0950264574269175,-12.156903310213435
0.07922701409061239,-0.2743965735223526,-1.0489916773184873,-0.07512058797383152,-0.7408137732923984,0.07290724327605223,0.403085961219367,1.4719293689732715,0.3073842186274145,-0.6112253403048249,-0.39161981071960156,0.13997810611456363,29.321437865092598
