0.000000000000000000e+00,0.000000000000000000e+00
5.779352289104740248e-02,5.951189951402986039e-02
1.142012212485939010e-01,1.176514948520552689e-01
1.692557686632209513e-01,1.744509712828975212e-01
2.229890701056858604e-01,2.299417574771985273e-01
2.754322800026446361e-01,2.841545432987422903e-01
3.266158198873035379e-01,3.371192971773977476e-01
3.765693956349948079e-01,3.888652830735221944e-01
4.253220142934373005e-01,4.394210770434318625e-01
4.729020005172142049e-01,4.888145834153213021e-01
5.193370126157741407e-01,5.370730505847922664e-01
5.646540582240449080e-01,5.842230864389372780e-01
6.088795096045338529e-01,6.302906734177124992e-01
6.520391185895811903e-01,6.753011832211301968e-01
6.941580311722286289e-01,7.192793911705985810e-01
7.352608017539656871e-01,7.622494902325436250e-01
7.753714070574238004e-01,8.042351047122524577e-01
8.145132597118962536e-01,8.452593036256960124e-01
8.527092215193781133e-01,8.853446137569010999e-01
8.899816164086395975e-01,9.245130324082685425e-01
9.263522430846679034e-01,9.627860398510563744e-01
9.618423873806427604e-01,1.000184611483080355e+00
9.964728343194395599e-01,1.036729229700516175e+00
1.030263879891491596e+00,1.072439895490526540e+00
1.063235342555681529e+00,1.107336139751278647e+00
1.095406574469774519e+00,1.141437034345761825e+00
1.126796472456754739e+00,1.174761202895667100e+00
1.157423488713273940e+00,1.207326831321438698e+00
1.187305641266277911e+00,1.239151678134469137e+00
1.216460524183731851e+00,1.270253084487265038e+00
1.244905317545227819e+00,1.300647983987275103e+00
1.272656797178120858e+00,1.330352912279939348e+00
1.299731344164707814e+00,1.359384016406384399e+00
1.326144954125831221e+00,1.387757063941067015e+00
1.351913246286169379e+00,1.415487451914537731e+00
1.377051472326342729e+00,1.442590215526379449e+00
1.401574525026852536e+00,1.469080036653255483e+00
1.425496946708745716e+00,1.494971252156884312e+00
1.448832937475786453e+00,1.520277861996645274e+00
1.471596363262801965e+00,1.545013537151411986e+00
1.493800763694761891e+00,1.569191627355097873e+00
1.515459359761039959e+00,1.592825168650293444e+00
1.536585061309205136e+00,1.615926890764276758e+00
1.557190474362587507e+00,1.638509224311569978e+00
1.577287908265760263e+00,1.660584307827123851e+00
1.596889382661986767e+00,1.682163994634112036e+00
1.616006634306583756e+00,1.703259859550223965e+00
1.634651123720058274e+00,1.723883205436255617e+00
1.652834041684787536e+00,1.744045069590705488e+00
1.670566315588920325e+00,1.763756229993996838e+00
1.687858615621092184e+00,1.783027211405864287e+00
1.704721360819464238e+00,1.801868291319355775e+00
1.721164724978509586e+00,1.820289505774822070e+00
1.737198642416893923e+00,1.838300655037187648e+00
1.752832813609715323e+00,1.855911309139716137e+00
1.768076710688294861e+00,1.873130813297411601e+00
1.782939582810631585e+00,1.889968293193119875e+00
1.797430461405562507e+00,1.906432660139324442e+00
1.811558165293600142e+00,1.922532616118559634e+00
1.825331305687345029e+00,1.938276658705295308e+00
1.838758291074306106e+00,1.953673085872081439e+00
1.851847331984895151e+00,1.968730000682672898e+00
1.864606445648293809e+00,1.983455315874793401e+00
1.877043460538831754e+00,1.997856758335132987e+00
1.889166020815449265e+00,2.011941873469113240e+00
1.900981590656759534e+00,2.025718029467896475e+00
1.912497458494164970e+00,2.039192421475052974e+00
1.923720741145426016e+00,2.052372075655247485e+00
1.934658387851021288e+00,2.065263853167248254e+00
1.945317184215588080e+00,2.077874454043509900e+00
1.955703756056672571e+00,2.090210420978524386e+00
1.965824573162970434e+00,2.102278143028089463e+00
1.975685952964187475e+00,2.114083859221584927e+00
1.985294064114596635e+00,2.125633662089307485e+00
1.994654929992322412e+00,2.136933501106855537e+00
2.003774432116333770e+00,2.147989186058520961e+00
2.012658313483079997e+00,2.158806390321587720e+00
2.021312181824661991e+00,2.169390654073399372e+00
2.029741512790379510e+00,2.179747387423011329e+00
2.037951653053462486e+00,2.189881873469201601e+00
2.045947823344737682e+00,2.199799271286571045e+00
2.053735121414958176e+00,2.209504618841424683e+00
2.061318524927465923e+00,2.219002835839085641e+00
2.068702894282827831e+00,2.228298726504252425e+00
2.075892975377047200e+00,2.237396982295976056e+00
2.082893402294911045e+00,2.246302184558795823e+00
2.089708699939996084e+00,2.255018807111528911e+00
2.096343286602828648e+00,2.263551218775188278e+00
2.102801476468647124e+00,2.271903685841452525e+00
2.109087482066190677e+00,2.280080374483091532e+00
2.115205416658900717e+00,2.288085353107710773e+00
2.121159296579887776e+00,2.295922594656144788e+00
2.126953043511987662e+00,2.303595978846805448e+00
2.132590486714198263e+00,2.311109294367253764e+00
2.138075365195756028e+00,2.318466241014236928e+00
2.143411329839087109e+00,2.325670431783401160e+00
2.148601945472829566e+00,2.332725394909866079e+00
2.153650692896108776e+00,2.339634575860813914e+00
2.158560970855203820e+00,2.346401339281224629e+00
2.163336097973731942e+00,2.353028970893855210e+00
2.167979314637437760e+00,2.359520679354541794e+00
2.172493784834660158e+00,2.365879598063874045e+00
2.176882597953515575e+00,2.372108786936269809e+00
2.181148770536816883e+00,2.378211234127448392e+00
2.185295247995721724e+00,2.384189857721282113e+00
2.189324906283080630e+00,2.390047507376984459e+00
2.193240553527433079e+00,2.395786965937562130e+00
2.197044931628576503e+00,2.401410951000445770e+00
2.200740717815610203e+00,2.406922116451187588e+00
2.204330526168341020e+00,2.412323053961095809e+00
2.207816909102908287e+00,2.417616294449649317e+00
2.211202358822470959e+00,2.422804309512527343e+00
2.214489308733778472e+00,2.427889512816058915e+00
2.217680134830427363e+00,2.432874261458879861e+00
2.220777157043588357e+00,2.437760857301574990e+00
2.223782640560966417e+00,2.442551548265050609e+00
2.226698797114742945e+00,2.447248529598378575e+00
2.229527786239229314e+00,2.451853945116826416e+00
2.232271716498942293e+00,2.456369888410777413e+00
2.234932646687799007e+00,2.460798404026221853e+00
2.237512587000110464e+00,2.465141488617490051e+00
2.240013500174033556e+00,2.469401092072880832e+00
2.242437302608135230e+00,2.473579118613820071e+00
2.244785865451694562e+00,2.477677427868173687e+00
2.247061015669365780e+00,2.481697835918323047e+00
2.249264537080800874e+00,2.485642116324595197e+00
2.251398171375824653e+00,2.489512001124627893e+00
2.253463619105732896e+00,2.493309181809235664e+00
2.255462540651278935e+00,2.497035310275328435e+00
2.257396557167894446e+00,2.500691999756424533e+00
2.259267251508681795e+00,2.504280825731282079e+00
2.261076169125697088e+00,2.507803326811166134e+00
2.262824818950039507e+00,2.511261005606251651e+00
2.264514674251240756e+00,2.514655329571653830e+00
2.266147173476444454e+00,2.517987731833566833e+00
2.267723721069848875e+00,2.521259611995974037e+00
2.269245688272877981e+00,2.524472336928391236e+00
2.270714413905535078e+00,2.527627241535087332e+00
2.272131205129378273e+00,2.530725629506215935e+00
2.273497338192552952e+00,2.533768774051287309e+00
2.274814059157304058e+00,2.536757918615392793e+00
2.276082584610375381e+00,2.539694277578587123e+00
2.277304102356703108e+00,2.542579036938827919e+00
2.278479772096794864e+00,2.545413354978855125e+00
2.279610726088177053e+00,2.548198362917391879e+00
2.280698069791286198e+00,2.550935165545030969e+00
2.281742882500170211e+00,2.553624841845170579e+00
2.282746217958355750e+00,2.556268445600351491e+00
2.283709104960230274e+00,2.558867005984334142e+00
2.284632547938282965e+00,2.561421528140257475e+00
2.285517527536531368e+00,2.563932993745200228e+00
2.286365001170464595e+00,2.566402361561470613e+00
2.287175903573813507e+00,2.568830567974931700e+00
2.287951147332465407e+00,2.571218527520670261e+00
2.288691623405818554e+00,2.573567133396304385e+00
2.289398201635876262e+00,2.575877257963224309e+00
2.290071731244366582e+00,2.578149753236044006e+00
2.290713041318171328e+00,2.580385451360548199e+00
2.291322941283337133e+00,2.582585165080399925e+00
2.291902221367938086e+00,2.584749688192873762e+00
2.292451653054051519e+00,2.586879795993875408e+00
2.292971989519104969e+00,2.588976245712497626e+00
2.293463966066842108e+00,2.591039776935357253e+00
2.293928300548151000e+00,2.593071112020957081e+00
2.294365693771997616e+00,2.595070956504303528e+00
2.294776829906691518e+00,2.597039999492013251e+00
2.295162376871713761e+00,2.598978914048126754e+00
2.295522986720332170e+00,2.600888357570853682e+00
2.295859296013212703e+00,2.602768972160458993e+00
2.296171926183247169e+00,2.604621384978500043e+00
2.296461483891798494e+00,2.606446208598616643e+00
2.296728561376567335e+00,2.608244041349073949e+00
2.296973736791275478e+00,2.610015467647252230e+00
2.297197574537362286e+00,2.611761058326271367e+00
2.297400625587876721e+00,2.613481370953937066e+00
2.297583427803751910e+00,2.615176950144187273e+00
2.297746506242642095e+00,2.616848327861217349e+00
2.297890373460492963e+00,2.618496023716453625e+00
2.298015529806021195e+00,2.620120545258546318e+00
2.298122463708265784e+00,2.621722388256543912e+00
2.298211651957375867e+00,2.623302036976409291e+00
2.298283559978794965e+00,2.624859964451035310e+00
2.298338642100995255e+00,2.626396632743913884e+00
2.298377341816914221e+00,2.627912493206603362e+00
2.298400092039242448e+00,2.629407986730144309e+00
2.298407315349705549e+00,2.630883543990564899e+00
