feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label
-0.20470765948471295,0.47894333805754824,-0.5194387150567381,-0.55573030434749,1.9657805725027142,1.3934058329729904,0.09290787674371767,0.2817461528302025,0.7690225676118387,1.2464347363862822,-62.9588591487288
1.0071893575830049,-1.2962211091122635,0.274991633432124,0.22891287893531592,1.3529168351654497,0.8864293405915888,-2.0016373096603974,-0.3718425371402544,1.6690253095248706,-0.4385697358355719,-21.67949149844216
-0.5397414455216628,0.4769850104122995,3.248943919430755,-1.0212275243555968,-0.5770873030407672,0.12412127567340774,0.3026135619125114,0.5237720681504165,0.0009402777753328851,1.3438097936141322,-34.05612000103946
-0.7135439850963832,-0.831153538853914,-2.3702316539567447,-1.8607607885507347,-0.8607573984317486,0.5601452930280342,-1.2659344916936925,0.11982712466055132,-1.0635124480535407,0.3328827156076713,22.62702243483863
-2.3594188073836815,-0.1995429553356675,-1.5419955278741118,-0.9707359122591825,-1.3070302509708969,0.2863497470141551,0.37798411093737727,-0.7538865347898971,0.33128565019451905,1.3497422144987854,-36.78838858431611
0.06987668883075149,0.246674109982228,-0.011861601071082155,1.0048115907870796,1.327194613785634,-0.9192615577450494,-1.5491064382844495,0.0221845986581725,0.7583631450155793,-0.6605243277245674,-13.171563457183357
0.862580082530047,-0.010031902088745189,0.05000935590418329,0.6702155943502536,0.8529650322400435,-0.9558688522944143,-0.023493320691830785,-2.304233878797142,-0.6524688414608951,-1.2183019765811387,53.90355672932275
-1.3326097076833228,1.0746226900949811,0.7236415052979249,0.6900018528091594,1.0015434424937888,-0.5030873913603446,-0.6222742250596455,-0.9211686080130108,-0.726213492660829,0.2228955458351768,-18.852768817360506
0.05131610092088799,-1.157719466312724,0.816706935890623,0.43360960565412143,1.0107369460036126,1.824875211346031,-0.997518247710455,0.850591098736913,-0.1315776012120293,0.9124141520423159,-18.374844596622566
0.18821068043622677,2.169461437689954,-0.11492820458284199,2.0036973624165357,0.02961015231428509,0.795253155861325,0.11810975369054981,-0.7485315484917335,0.5849697378523505,0.1526765727999654,-30.123795324685233
-1.5656572938161821,-0.5625401880747255,-0.032664139158833747,-0.9290062022343519,-0.4825726456604974,-0.03626384610141546,1.0953900601394428,0.9809284774873069,-0.5894876862034818,1.5817000941954544,-18.708102386294087
-0.5287348261234561,0.45700187129607756,0.929968758973526,-1.5692706052019187,-1.0224869780458736,-0.40282692441294227,0.22048686326518568,-0.19340110790052306,0.6691583364652774,-1.6489848195028172,-24.651754411448486
-2.252797246802002,-1.1668322162652183,0.3536071020745295,0.7021101714787903,-0.27456920456686057,-0.13914218812159282,0.10765722150117704,-0.6065451253347981,-0.4170644082280242,-0.017007036826230656,-10.74501165967076
-1.2241452841933789,-1.8008399134993083,1.6347362046100804,0.9890083019292392,0.457940143094366,0.5551544103208773,1.3067197249272955,-0.44055357019668373,-0.30135027988037755,0.49879148991260985,-6.035527365383115
-0.8239910398915533,1.3205658426320692,0.5079647857964771,-0.6534376750873344,0.18697951413789668,-0.3917252488843284,-0.2722929752403272,-0.01714143563196765,0.6803207487415016,0.6355123566677972,-47.40053723712898
-0.7571765024398089,0.718085834476401,-0.3042730759771454,-1.6777902457616767,0.4269860851488666,-1.5637398457298897,-0.3674875214829386,1.0459125332554031,1.2199543649206168,-0.24769911619661206,-50.015971285099354
-0.41623213175100804,-0.11674700426207262,-1.8447876161031722,2.068707851251932,-0.7769674735942644,1.4401668688265257,-0.11055735956475293,1.2273869948457277,1.9207842618523894,0.7464330382405007,-53.44421070274361
2.2246595901604924,-0.6794004104983025,0.7273687815805084,-0.8687307343795062,-1.2138509055683302,-0.470630931215483,-0.9192416970835028,-0.8388266886335007,0.43515530456279905,-0.5578047171343563,57.98999071116814
-0.5674548710052342,-0.3726415527126837,-0.9265569012593711,1.755108385805539,1.2098099860822769,1.2700247317379743,-0.974378126503341,-0.6347092552109234,-0.3957007523362245,-0.28943589994496655,-5.122451964249687
-0.7342970719242314,-0.7285046785101044,0.8387750726740476,0.26689321273107297,0.7211943388971639,0.9109826418929284,-1.0209026132606855,-1.4134160387984331,1.2966078419968168,0.25227520888346866,-42.26399357927903
1.1274811035573475,-0.5683634468680876,0.3093621681249876,-0.5773854727578258,-1.16863407332615,-0.8250199718303938,-2.6444094904239193,-0.1529858033470292,-0.7519210030539472,-0.13260925192977202,63.21939902677051
1.4572997046385343,0.60951184463511,-0.4937792569761627,1.2399798822830415,-0.13572214023713264,1.4300418059583067,-0.8468524513281007,0.6032821300463038,1.263572256476092,-0.2554905561620679,-15.503706014645608
-0.44568837987246723,0.46836668123557684,-0.9616039243470245,-1.8245045372522573,0.6254281564975374,1.0228723843015668,1.107424600768826,0.09093708946496017,-0.350108656750149,0.21795701647955643,-28.846112445667064
-0.8948131304990825,-1.7414939547222164,-1.0522557395695933,1.43660278579553,-0.5762073863566372,-2.4202944290875466,-1.0623296283045842,0.23737226155824268,0.0009573690639671336,0.06525318083989107,43.7398375884904
-1.3675241050154923,-0.03028005187425636,0.940489321395707,-0.6424367505047794,1.0401792458949988,-1.082922255668567,0.4292135883346022,-0.23622366851825916,0.6418178162604906,-0.3316605566988382,-42.076055759431036
1.3940722261850058,-1.0767419440407295,-0.1924659819618063,-0.8711876507017066,0.42085199690550024,-1.2114110666621245,-0.2588669121155707,-0.5816468500564606,-1.260420627649548,0.46457479349887276,78.49195383833039
-1.0702409075316948,0.8042226978387959,-0.15673550771961267,2.0103900112001822,-0.887104430384444,-0.977936232351649,-0.2672173495265022,0.4833378218776818,-0.4003327333876641,0.44988041515383903,1.2144148131453554
0.399593953414207,-0.15157480374693835,-2.557934056002769,0.16080684099810136,0.07652506774790499,-0.29720416606174205,-1.2942740237097632,-0.8851800127802861,-0.18749652610179068,-0.4935599998446024,33.100066089180885
-0.11541296397924328,-0.35074460748660913,0.044697376362543846,-0.8977563159556703,0.8908735024958585,-1.1511851648201084,-2.612302704796023,1.1412501901511858,-0.8671355246744833,0.3835832584688152,16.247939317572406
-0.4370301643739107,0.347488810170152,-1.2301790381601574,0.5710781386310577,0.06006121277124814,-0.2255239940411395,1.3497261396347686,1.3502997340151937,-0.38665332178941914,0.8659895420155943,-6.110267071637287
1.747233599097099,-1.4102461438780525,-0.37824152474682377,-0.3458206666315496,0.38006246467099697,0.18899467345863094,1.3232982042484216,-2.2645885924041624,-0.914978610534862,-0.4789641639460487,80.98402823485087
1.047184497636951,0.923948417825471,-0.11415014062701224,0.4058024425292824,0.28845180751880745,-0.4347884915092405,0.3587556327634702,-0.3882449435952982,2.128746291481018,1.4096046787673002,-34.464498102756814
