,X,Y
0,-0.11419547361209226,15.362094862990944
1,2.6930582837792585,133.9760914514688
2,0.7656674028936017,51.594822115567425
3,-1.4329101229429833,-38.56719239466568
4,2.6660956070467714,110.39949610016556
5,-1.9456634393526353,-143.89113822289136
6,-2.6765465181004187,-308.6453986463811
7,0.8565601044605642,33.18829517331587
8,2.235601449405646,67.48375442324051
9,-1.1435663484682694,-52.276418781210616
10,-1.2597450330505278,-11.22535432096064
11,2.7499659284271827,193.09262302207947
12,-2.1886608414394297,-191.49587720494114
13,-1.8853467374591344,-147.89273724015808
14,-0.01406056356229568,-25.43888712391227
15,1.7468985761721232,49.98724769310088
16,-0.9341880067272315,-45.991777496800154
17,-2.375594437267466,-218.40868837557005
18,1.269343620016147,39.521308524461475
19,2.1331807235420612,69.6221412918234
20,-0.002937735220922999,-13.35131753018099
21,-0.14838546051766865,-21.246486219659843
22,-1.4373914187958077,-57.276356599116696
23,-1.746782920998168,-113.04843733326081
24,-2.353713936260985,-231.3962620793008
25,0.523432938586665,29.294405047669386
26,-0.01589205714062336,21.42938473200264
27,0.9610112052953648,-35.68231378280477
28,2.9202810718030667,155.75269671243342
29,-2.71378995495697,-312.3621894523177
30,-1.5164748194214872,-52.947045845642
31,2.878943950158087,175.4916684743016
32,-0.5476865249802776,35.534948003258464
33,2.6981527418012723,168.2793680002738
34,2.951768697693411,158.92041816874132
35,2.0635389190459534,64.8569934447335
36,2.4154530376417647,95.66101781916213
37,1.8553766806019745,72.2551743920936
38,0.5620977771296669,-3.077266113670614
39,2.36997505408955,71.25540187614908
40,-0.7931374477186237,-12.79578037335692
41,2.2079984357824065,50.526248816655595
42,1.20990399628936,-29.98485604425654
43,-1.402281107715384,-93.57098600093236
44,0.7570009848352686,2.073566345896296
45,-1.9895954421097422,-103.81679647890331
46,-0.7041829420634276,1.054079938285593
47,1.3528068071619828,45.384242070535215
48,-2.911698339067063,-338.3294929447663
49,2.072151007666937,67.43870302517766
50,-0.38827588941724134,8.27459423380566
51,-1.72382293345641,-112.44923127148002
52,1.1145071656323564,11.494075555013364
53,-2.4265243733495083,-212.6024686837172
54,0.11504160903650806,8.45468366723566
55,0.09274059151932024,-39.29639764787592
56,1.6807295725867508,51.80663569348812
57,-0.32310522232011474,-14.539398104614099
58,2.8728043074049783,195.0816000576771
59,1.859014842763047,90.56564622809817
60,1.927635767902376,15.946118774802464
61,0.3029982978110173,6.381850092063987
62,0.7806382989815797,36.5759962979559
63,-2.110065305335035,-168.78866352845415
64,-2.72134247050921,-260.3051745184557
65,1.2002579754382658,32.485079579509744
66,-0.04491407664873481,58.864867865923635
67,0.9060826936231359,10.225548026246086
68,1.9766647931540966,52.18464970179315
69,-1.1956984034193585,-35.17918977797339
70,-0.9510642077301457,-55.86284132613875
71,0.9229534486955462,-24.558134670952498
72,1.1773693789992565,8.947364579045344
73,0.2699701837337969,8.198428253565538
74,-2.050759849923317,-174.8140849925432
75,-2.3603763738472177,-205.2638501409476
76,1.2023003189795265,33.58072807444973
77,-1.3746646509963916,-87.50532098497175
78,-1.5747488468405162,-66.45806852117686
79,1.8378798797153406,12.787703904065047
80,2.384641612674196,107.07864694836626
81,-0.6694644902457485,-25.012055883979496
82,0.33940771020819716,17.41884953128253
83,-1.222579542376592,-52.621653827241246
84,-2.4819715427672806,-236.25122033420038
85,-2.675331349473732,-284.6226311662756
86,-2.6816866703527045,-324.9790005565797
87,0.12993435522467944,-8.820456499065081
88,1.0822027922379913,5.729227901358861
89,0.32377814474125977,15.999351974700145
90,-1.521837351392424,-79.26125297020846
91,1.585670630324783,19.476251070353975
92,-1.2921246669427013,-6.86605927946907
93,1.2044155735472675,59.396962664970815
94,0.2961297606489275,26.475090565301514
95,-0.30024757351272546,2.0141044581216203
96,1.1309083814953258,37.15017020156269
97,-1.3404522531421448,-85.74906874491766
98,-0.44716615912788527,0.1468437411114838
99,1.7317487582548896,85.8209776266659
100,-2.6190903299547714,-244.45639920630018
101,2.606300628586906,126.97805408941039
102,0.6857335235254047,0.7706774408476935
103,-1.7405152143683307,-76.91193537335366
104,-0.387990045675374,-0.7955166475490847
105,1.2266841776726354,85.15534201373862
106,-1.8420496087512113,-54.955118339839686
107,-0.02471689388098941,-29.568493350011035
108,0.4601627753977753,8.3052305276728
