x_1,x_2,y
0.9296160928171479,0.7976445358842773,4.153809493453573
0.3163755545817859,0.7227707769807971,0.9283855014404072
0.18391881167709445,0.8008909463323145,2.010453822472109
0.2045602785530397,0.9716827452137481,3.150749162244856
0.5677250290816866,0.877499892785809,3.4194906552698274
0.5955447029792516,0.6068413864383351,3.6652789280123153
0.9645145197356216,0.2740425459597975,2.4093363314409433
0.6531770968715709,0.5187740735423314,3.4116703647850866
0.7489066375339118,0.5688921477968827,3.0162092930157747
0.6535698708517353,0.9518443952173378,4.756741456882995
0.7477148092712739,0.4444430445224149,3.725471504518247
0.9613067360728214,0.9455257216197299,5.4081407865203275
0.00838829794155349,0.5727867961751121,2.1440004484209694
0.10644437669771933,0.9173725381183623,2.7978583987750643
0.29870371376938154,0.38398025363640875,0.9668097428540655
0.65641118308227,0.04695982923109698,2.165277688523455
0.8098125525409348,0.8605118423474037,4.621552606988287
0.872175913724283,0.7472309838259901,3.2469714688894284
0.9646475973719302,0.5517818325187822,4.0063921407031575
0.7236853469199535,0.6174126276411142,3.13028541670752
0.6424753278958413,0.8380679135931048,4.248450831615185
0.7174536208124137,0.8998184090613653,4.284738885119277
0.4675990072192965,0.44681146479593215,1.5501604443664543
0.3255846775393778,0.10260046147329582,1.2027948060811784
0.43964460588480947,0.8280795948339716,3.6399451578536706
0.7296890827468514,0.8652818963429894,4.381206505948463
0.9940145858999619,0.2472769567951456,1.8565949498395649
0.67687371177377,0.4492741783600219,3.1195682358790915
0.7908225178477886,0.6434680048714386,3.2562077070093953
0.1709142577924344,0.37762242759073195,1.3936043824005127
0.026849275789935567,0.30759538271378295,1.558512158320296
0.8003702439254607,0.8935189860298623,3.9447348960889035
0.9037225382170001,0.6035070732838589,4.347587172237336
0.024676210429265266,0.8773301980629279,3.8698532346377448
0.49174731844588593,0.05929668409984734,0.6858808613592567
0.5262551673498579,0.6239537590594874,2.791262237136181
0.5963660104193805,0.8388239271273944,3.404375444475264
0.05195754510253359,0.606863652787296,1.790087795569993
0.8950895280539212,0.6775179008219777,3.9205287691009585
0.7282661803271173,0.697985829954731,3.980384813400374
